,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
485,27,Stayed,Travel_Rarely,798,Research & Development,6,Master's degree,Medical,1,655,Low,Female,66,Good,1,Research Scientist,Great,Divorced,2187,5013,0,Y,No,12,Great,Great,80,2,6,5,Good,5,3,0,3
486,37,Stayed,Travel_Rarely,558,Sales,2,Bachelor's degree,Marketing,1,656,Excellent,Male,75,Great,2,Sales Executive,Great,Married,9602,3010,4,Y,Yes,11,Great,Great,80,1,17,3,Good,3,0,1,0
487,20,Stayed,Travel_Rarely,959,Research & Development,1,Bachelor's degree,Life Sciences,1,657,Excellent,Female,83,Good,1,Research Scientist,Good,Single,2836,11757,1,Y,No,13,Great,Excellent,80,0,1,0,Excellent,1,0,0,0
488,42,Stayed,Travel_Rarely,622,Research & Development,2,Master's degree,Life Sciences,1,659,Great,Female,81,Great,2,Healthcare Representative,Excellent,Married,4089,5718,1,Y,No,13,Great,Good,80,2,10,4,Great,10,2,2,2
489,43,Stayed,Travel_Rarely,782,Research & Development,6,Master's degree,Other,1,661,Good,Male,50,Good,4,Research Director,Excellent,Divorced,16627,2671,4,Y,Yes,14,Great,Great,80,1,21,3,Good,1,0,0,0
490,38,Stayed,Travel_Rarely,362,Research & Development,1,Below College,Life Sciences,1,662,Great,Female,43,Great,1,Research Scientist,Low,Single,2619,14561,3,Y,No,17,Great,Excellent,80,0,8,3,Good,0,0,0,0
491,43,Stayed,Travel_Frequently,1001,Research & Development,9,PhD,Medical,1,663,Excellent,Male,72,Great,2,Laboratory Technician,Great,Divorced,5679,19627,3,Y,Yes,13,Great,Good,80,1,10,3,Great,8,7,4,7
492,48,Stayed,Travel_Rarely,1236,Research & Development,1,Master's degree,Life Sciences,1,664,Excellent,Female,40,Good,4,Manager,Low,Married,15402,17997,7,Y,No,11,Great,Low,80,1,21,3,Low,3,2,0,2
493,44,Stayed,Travel_Rarely,1112,Human Resources,1,Master's degree,Life Sciences,1,665,Low,Female,50,Good,2,Human Resources,Great,Single,5985,26894,4,Y,No,11,Great,Good,80,0,10,1,Excellent,2,2,0,2
494,34,Stayed,Travel_Rarely,204,Sales,14,Bachelor's degree,Technical Degree,1,666,Great,Female,31,Great,1,Sales Representative,Great,Divorced,2579,2912,1,Y,Yes,18,Great,Excellent,80,2,8,3,Great,8,2,0,6
495,27,Churned,Travel_Rarely,1420,Sales,2,Below College,Marketing,1,667,Great,Male,85,Great,1,Sales Representative,Low,Divorced,3041,16346,0,Y,No,11,Great,Good,80,1,5,3,Great,4,3,0,2
496,21,Stayed,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,1,669,Great,Male,49,Great,1,Sales Representative,Great,Single,3447,24444,1,Y,No,11,Great,Great,80,0,3,2,Great,3,2,1,2
497,44,Stayed,Travel_Rarely,1315,Research & Development,3,Master's degree,Other,1,671,Excellent,Male,35,Great,5,Manager,Excellent,Married,19513,9358,4,Y,Yes,12,Great,Low,80,1,26,2,Excellent,2,2,0,1
498,22,Stayed,Travel_Rarely,604,Research & Development,6,Below College,Medical,1,675,Low,Male,69,Great,1,Research Scientist,Great,Married,2773,12145,0,Y,No,20,Excellent,Excellent,80,0,3,3,Great,2,2,2,2
499,33,Stayed,Travel_Rarely,1216,Sales,8,Master's degree,Marketing,1,677,Great,Male,39,Great,2,Sales Executive,Great,Divorced,7104,20431,0,Y,No,12,Great,Excellent,80,0,6,3,Great,5,0,1,2
500,32,Stayed,Travel_Rarely,646,Research & Development,9,Master's degree,Life Sciences,1,679,Low,Female,92,Great,2,Research Scientist,Excellent,Married,6322,18089,1,Y,Yes,12,Great,Excellent,80,1,6,2,Good,6,4,0,5
501,30,Stayed,Travel_Frequently,160,Research & Development,3,Bachelor's degree,Medical,1,680,Great,Female,71,Great,1,Research Scientist,Great,Divorced,2083,22653,1,Y,No,20,Excellent,Great,80,1,1,2,Great,1,0,0,0
502,53,Stayed,Travel_Rarely,238,Sales,1,Below College,Medical,1,682,Excellent,Female,34,Great,2,Sales Executive,Low,Single,8381,7507,7,Y,No,20,Excellent,Excellent,80,0,18,2,Excellent,14,7,8,10
503,34,Stayed,Travel_Rarely,1397,Research & Development,1,PhD,Life Sciences,1,683,Good,Male,42,Great,1,Research Scientist,Excellent,Married,2691,7660,1,Y,No,12,Great,Excellent,80,1,10,4,Good,10,9,8,8
504,45,Churned,Travel_Frequently,306,Sales,26,Master's degree,Life Sciences,1,684,Low,Female,100,Great,2,Sales Executive,Low,Married,4286,5630,2,Y,No,14,Great,Excellent,80,2,5,4,Great,1,1,0,0
505,26,Stayed,Travel_Rarely,991,Research & Development,6,Bachelor's degree,Life Sciences,1,686,Great,Female,71,Great,1,Laboratory Technician,Excellent,Married,2659,17759,1,Y,Yes,13,Great,Great,80,1,3,2,Great,3,2,0,2
506,37,Stayed,Travel_Rarely,482,Research & Development,3,Bachelor's degree,Other,1,689,Great,Male,36,Great,3,Manufacturing Director,Great,Married,9434,9606,1,Y,No,15,Great,Great,80,1,10,2,Great,10,7,7,8
507,29,Stayed,Travel_Rarely,1176,Sales,3,College,Medical,1,690,Good,Female,62,Great,2,Sales Executive,Great,Married,5561,3487,1,Y,No,14,Great,Low,80,1,6,5,Good,6,0,1,2
508,35,Stayed,Travel_Rarely,1017,Research & Development,6,Master's degree,Life Sciences,1,691,Good,Male,82,Low,2,Research Scientist,Excellent,Single,6646,19368,1,Y,No,13,Great,Good,80,0,17,3,Great,17,11,11,8
509,33,Stayed,Travel_Frequently,1296,Research & Development,6,Bachelor's degree,Life Sciences,1,692,Great,Male,30,Great,2,Healthcare Representative,Excellent,Divorced,7725,5335,3,Y,No,23,Excellent,Great,80,1,15,2,Low,13,11,4,7
510,54,Stayed,Travel_Rarely,397,Human Resources,19,Master's degree,Medical,1,698,Great,Male,88,Great,3,Human Resources,Good,Married,10725,6729,2,Y,No,15,Great,Great,80,1,16,1,Excellent,9,7,7,1
511,36,Stayed,Travel_Rarely,913,Research & Development,9,College,Medical,1,699,Good,Male,48,Good,2,Manufacturing Director,Good,Divorced,8847,13934,2,Y,Yes,11,Great,Great,80,1,13,2,Great,3,2,0,2
512,27,Stayed,Travel_Rarely,1115,Research & Development,3,Master's degree,Medical,1,700,Low,Male,54,Good,1,Research Scientist,Excellent,Single,2045,15174,0,Y,No,13,Great,Excellent,80,0,5,0,Great,4,2,1,1
513,20,Churned,Travel_Rarely,1362,Research & Development,10,Below College,Medical,1,701,Excellent,Male,32,Great,1,Research Scientist,Great,Single,1009,26999,1,Y,Yes,11,Great,Excellent,80,0,1,5,Great,1,0,1,1
514,33,Churned,Travel_Frequently,1076,Research & Development,3,Bachelor's degree,Life Sciences,1,702,Low,Male,70,Great,1,Research Scientist,Low,Single,3348,3164,1,Y,Yes,11,Great,Low,80,0,10,3,Great,10,8,9,7
515,35,Stayed,Non-Travel,727,Research & Development,3,Bachelor's degree,Life Sciences,1,704,Great,Male,41,Good,1,Laboratory Technician,Great,Married,1281,16900,1,Y,No,18,Great,Great,80,2,1,3,Great,1,0,0,0
516,23,Stayed,Travel_Rarely,885,Research & Development,4,Bachelor's degree,Medical,1,705,Low,Male,58,Excellent,1,Research Scientist,Low,Married,2819,8544,2,Y,No,16,Great,Low,80,1,5,3,Excellent,3,2,0,2
517,25,Stayed,Travel_Rarely,810,Sales,8,Bachelor's degree,Life Sciences,1,707,Excellent,Male,57,Excellent,2,Sales Executive,Good,Married,4851,15678,0,Y,No,22,Excellent,Great,80,1,4,4,Great,3,2,1,2
518,38,Stayed,Travel_Rarely,243,Sales,7,Master's degree,Marketing,1,709,Excellent,Female,46,Good,2,Sales Executive,Excellent,Single,4028,7791,0,Y,No,20,Excellent,Low,80,0,8,2,Great,7,7,0,5
519,29,Stayed,Travel_Frequently,806,Research & Development,1,Master's degree,Life Sciences,1,710,Good,Male,76,Low,1,Research Scientist,Excellent,Divorced,2720,18959,1,Y,No,18,Great,Excellent,80,1,10,5,Great,10,7,2,8
520,48,Stayed,Travel_Rarely,817,Sales,2,Below College,Marketing,1,712,Good,Male,56,Excellent,2,Sales Executive,Good,Married,8120,18597,3,Y,No,12,Great,Excellent,80,0,12,3,Great,2,2,2,2
521,27,Stayed,Travel_Frequently,1410,Sales,3,Below College,Medical,1,714,Excellent,Female,71,Excellent,2,Sales Executive,Excellent,Divorced,4647,16673,1,Y,Yes,20,Excellent,Good,80,2,6,3,Great,6,5,0,4
522,37,Stayed,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,1,715,Excellent,Male,80,Excellent,1,Research Scientist,Excellent,Single,4680,15232,3,Y,No,17,Great,Low,80,0,4,2,Great,1,0,0,0
523,50,Stayed,Travel_Rarely,1207,Research & Development,28,Below College,Medical,1,716,Excellent,Male,74,Excellent,1,Laboratory Technician,Great,Married,3221,3297,1,Y,Yes,11,Great,Great,80,3,20,3,Great,20,8,3,8
524,34,Stayed,Travel_Rarely,1442,Research & Development,9,Bachelor's degree,Medical,1,717,Excellent,Female,46,Good,3,Healthcare Representative,Good,Single,8621,17654,1,Y,No,14,Great,Good,80,0,9,3,Excellent,8,7,7,7
525,24,Churned,Travel_Rarely,693,Sales,3,College,Life Sciences,1,720,Low,Female,65,Great,2,Sales Executive,Great,Single,4577,24785,9,Y,No,14,Great,Low,80,0,4,3,Great,2,2,2,0
526,39,Stayed,Travel_Rarely,408,Research & Development,2,Master's degree,Technical Degree,1,721,Excellent,Female,80,Good,2,Healthcare Representative,Great,Single,4553,20978,1,Y,No,11,Great,Low,80,0,20,4,Great,20,7,11,10
527,32,Stayed,Travel_Rarely,929,Sales,10,Bachelor's degree,Marketing,1,722,Excellent,Male,55,Great,2,Sales Executive,Excellent,Single,5396,21703,1,Y,No,12,Great,Excellent,80,0,10,2,Good,10,7,0,8
528,50,Churned,Travel_Frequently,562,Sales,8,College,Technical Degree,1,723,Good,Male,50,Great,2,Sales Executive,Great,Married,6796,23452,3,Y,Yes,14,Great,Low,80,1,18,4,Great,4,3,1,3
529,38,Stayed,Travel_Rarely,827,Research & Development,1,Master's degree,Life Sciences,1,724,Good,Female,33,Excellent,2,Healthcare Representative,Excellent,Single,7625,19383,0,Y,No,13,Great,Great,80,0,10,4,Good,9,7,1,8
530,27,Stayed,Travel_Rarely,608,Research & Development,1,College,Life Sciences,1,725,Great,Female,68,Great,3,Manufacturing Director,Low,Married,7412,6009,1,Y,No,11,Great,Excellent,80,0,9,3,Great,9,7,0,7
531,32,Stayed,Travel_Rarely,1018,Research & Development,3,College,Life Sciences,1,727,Great,Female,39,Great,3,Research Director,Excellent,Single,11159,19373,3,Y,No,15,Great,Excellent,80,0,10,6,Great,7,7,7,7
532,47,Stayed,Travel_Rarely,703,Sales,14,Master's degree,Marketing,1,728,Excellent,Male,42,Great,2,Sales Executive,Low,Single,4960,11825,2,Y,No,12,Great,Excellent,80,0,20,2,Great,7,7,1,7
533,40,Stayed,Travel_Frequently,580,Sales,5,Master's degree,Life Sciences,1,729,Excellent,Male,48,Good,3,Sales Executive,Low,Married,10475,23772,5,Y,Yes,21,Excellent,Great,80,1,20,2,Great,18,13,1,12
534,53,Stayed,Travel_Rarely,970,Research & Development,7,Bachelor's degree,Life Sciences,1,730,Great,Male,59,Excellent,4,Research Director,Great,Married,14814,13514,3,Y,No,19,Great,Great,80,0,32,3,Great,5,1,1,3
535,41,Stayed,Travel_Rarely,427,Human Resources,10,Master's degree,Human Resources,1,731,Good,Male,73,Good,5,Manager,Excellent,Divorced,19141,8861,3,Y,No,15,Great,Good,80,3,23,2,Good,21,6,12,6
536,60,Stayed,Travel_Rarely,1179,Sales,16,Master's degree,Marketing,1,732,Low,Male,84,Great,2,Sales Executive,Low,Single,5405,11924,8,Y,No,14,Great,Excellent,80,0,10,1,Great,2,2,2,2
537,27,Stayed,Travel_Frequently,294,Research & Development,10,College,Life Sciences,1,733,Excellent,Male,32,Great,3,Manufacturing Director,Low,Divorced,8793,4809,1,Y,No,21,Excellent,Great,80,2,9,4,Good,9,7,1,7
538,41,Stayed,Travel_Rarely,314,Human Resources,1,Bachelor's degree,Human Resources,1,734,Excellent,Male,59,Good,5,Manager,Great,Married,19189,19562,1,Y,No,12,Great,Good,80,1,22,3,Great,22,7,2,10
539,50,Stayed,Travel_Rarely,316,Sales,8,Master's degree,Marketing,1,738,Excellent,Male,54,Great,1,Sales Representative,Good,Married,3875,9983,7,Y,No,15,Great,Excellent,80,1,4,2,Great,2,2,2,2
540,28,Churned,Travel_Rarely,654,Research & Development,1,College,Life Sciences,1,741,Low,Female,67,Low,1,Research Scientist,Good,Single,2216,3872,7,Y,Yes,13,Great,Excellent,80,0,10,4,Great,7,7,3,7
541,36,Stayed,Non-Travel,427,Research & Development,8,Bachelor's degree,Life Sciences,1,742,Low,Female,63,Excellent,3,Research Director,Low,Married,11713,20335,9,Y,No,14,Great,Low,80,1,10,2,Great,8,7,0,5
542,38,Stayed,Travel_Rarely,168,Research & Development,1,Bachelor's degree,Life Sciences,1,743,Great,Female,81,Great,3,Manufacturing Director,Great,Single,7861,15397,4,Y,Yes,14,Great,Excellent,80,0,10,4,Excellent,1,0,0,0
543,44,Stayed,Non-Travel,381,Research & Development,24,Bachelor's degree,Medical,1,744,Low,Male,49,Low,1,Laboratory Technician,Great,Single,3708,2104,2,Y,No,14,Great,Great,80,0,9,5,Great,5,2,1,4
544,47,Stayed,Travel_Frequently,217,Sales,3,Bachelor's degree,Medical,1,746,Excellent,Female,49,Great,4,Sales Executive,Great,Divorced,13770,10225,9,Y,Yes,12,Great,Excellent,80,2,28,2,Good,22,2,11,13
545,30,Stayed,Travel_Rarely,501,Sales,27,PhD,Marketing,1,747,Great,Male,99,Great,2,Sales Executive,Excellent,Divorced,5304,25275,7,Y,No,23,Excellent,Excellent,80,1,10,2,Good,8,7,7,7
546,29,Stayed,Travel_Rarely,1396,Sales,10,Bachelor's degree,Life Sciences,1,749,Great,Male,99,Great,1,Sales Representative,Great,Single,2642,2755,1,Y,No,11,Great,Great,80,0,1,6,Great,1,0,0,0
547,42,Churned,Travel_Frequently,933,Research & Development,19,Bachelor's degree,Medical,1,752,Great,Male,57,Excellent,1,Research Scientist,Great,Divorced,2759,20366,6,Y,Yes,12,Great,Excellent,80,0,7,2,Great,2,2,2,2
548,43,Stayed,Travel_Frequently,775,Sales,15,Bachelor's degree,Life Sciences,1,754,Excellent,Male,47,Good,2,Sales Executive,Excellent,Married,6804,23683,3,Y,No,18,Great,Great,80,1,7,5,Great,2,2,2,2
549,34,Stayed,Travel_Rarely,970,Research & Development,8,College,Medical,1,757,Good,Female,96,Great,2,Healthcare Representative,Great,Single,6142,7360,3,Y,No,11,Great,Excellent,80,0,10,2,Great,5,1,4,3
550,23,Stayed,Travel_Rarely,650,Research & Development,9,Below College,Medical,1,758,Good,Male,37,Great,1,Laboratory Technician,Low,Married,2500,4344,1,Y,No,14,Great,Excellent,80,1,5,2,Excellent,4,3,0,2
551,39,Stayed,Travel_Rarely,141,Human Resources,3,Bachelor's degree,Human Resources,1,760,Great,Female,44,Excellent,2,Human Resources,Good,Married,6389,18767,9,Y,No,15,Great,Great,80,1,12,3,Low,8,3,3,6
552,56,Stayed,Travel_Rarely,832,Research & Development,9,Bachelor's degree,Medical,1,762,Great,Male,81,Great,4,Healthcare Representative,Excellent,Married,11103,20420,7,Y,No,11,Great,Great,80,0,30,1,Good,10,7,1,1
553,40,Stayed,Travel_Rarely,804,Research & Development,2,Below College,Medical,1,763,Excellent,Female,86,Good,1,Research Scientist,Excellent,Single,2342,22929,0,Y,Yes,20,Excellent,Excellent,80,0,5,2,Good,4,2,2,3
554,27,Stayed,Travel_Rarely,975,Research & Development,7,Bachelor's degree,Medical,1,764,Excellent,Female,55,Good,2,Healthcare Representative,Low,Single,6811,23398,8,Y,No,19,Great,Low,80,0,9,2,Low,7,6,0,7
555,29,Stayed,Travel_Rarely,1090,Sales,10,Bachelor's degree,Marketing,1,766,Excellent,Male,83,Great,1,Sales Representative,Good,Divorced,2297,17967,1,Y,No,14,Great,Excellent,80,2,2,2,Great,2,2,2,2
556,53,Stayed,Travel_Rarely,346,Research & Development,6,Bachelor's degree,Life Sciences,1,769,Excellent,Male,86,Great,2,Laboratory Technician,Excellent,Single,2450,10919,2,Y,No,17,Great,Excellent,80,0,19,4,Great,2,2,2,2
557,35,Stayed,Non-Travel,1225,Research & Development,2,Master's degree,Life Sciences,1,771,Excellent,Female,61,Great,2,Healthcare Representative,Low,Divorced,5093,4761,2,Y,No,11,Great,Low,80,1,16,2,Excellent,1,0,0,0
558,32,Stayed,Travel_Frequently,430,Research & Development,24,Master's degree,Life Sciences,1,772,Low,Male,80,Great,2,Laboratory Technician,Excellent,Married,5309,21146,1,Y,No,15,Great,Excellent,80,2,10,2,Great,10,8,4,7
559,38,Stayed,Travel_Rarely,268,Research & Development,2,PhD,Medical,1,773,Excellent,Male,92,Great,1,Research Scientist,Great,Married,3057,20471,6,Y,Yes,13,Great,Good,80,1,6,0,Low,1,0,0,1
560,34,Stayed,Travel_Rarely,167,Research & Development,8,PhD,Life Sciences,1,775,Good,Female,32,Great,2,Manufacturing Director,Low,Divorced,5121,4187,3,Y,No,14,Great,Great,80,1,7,3,Great,0,0,0,0
561,52,Stayed,Travel_Rarely,621,Sales,3,Master's degree,Marketing,1,776,Great,Male,31,Good,4,Manager,Low,Married,16856,10084,1,Y,No,11,Great,Low,80,0,34,3,Excellent,34,6,1,16
562,33,Churned,Travel_Rarely,527,Research & Development,1,Master's degree,Other,1,780,Excellent,Male,63,Great,1,Research Scientist,Excellent,Single,2686,5207,1,Y,Yes,13,Great,Great,80,0,10,2,Good,10,9,7,8
563,25,Stayed,Travel_Rarely,883,Sales,26,Below College,Medical,1,781,Great,Female,32,Great,2,Sales Executive,Excellent,Single,6180,22807,1,Y,No,23,Excellent,Good,80,0,6,5,Good,6,5,1,4
564,45,Stayed,Travel_Rarely,954,Sales,2,College,Technical Degree,1,783,Good,Male,46,Low,2,Sales Representative,Great,Single,6632,12388,0,Y,No,13,Great,Low,80,0,9,3,Great,8,7,3,1
565,23,Stayed,Travel_Rarely,310,Research & Development,10,Below College,Medical,1,784,Low,Male,79,Excellent,1,Research Scientist,Great,Single,3505,19630,1,Y,No,18,Great,Excellent,80,0,2,3,Great,2,2,0,2
566,47,Churned,Travel_Frequently,719,Sales,27,College,Life Sciences,1,785,Good,Female,77,Excellent,2,Sales Executive,Great,Single,6397,10339,4,Y,Yes,12,Great,Excellent,80,0,8,2,Great,5,4,1,3
567,34,Stayed,Travel_Rarely,304,Sales,2,Bachelor's degree,Other,1,786,Excellent,Male,60,Great,2,Sales Executive,Excellent,Single,6274,18686,1,Y,No,22,Excellent,Great,80,0,6,5,Great,6,5,1,4
568,55,Churned,Travel_Rarely,725,Research & Development,2,Bachelor's degree,Medical,1,787,Excellent,Male,78,Great,5,Manager,Low,Married,19859,21199,5,Y,Yes,13,Great,Excellent,80,1,24,2,Great,5,2,1,4
569,36,Stayed,Non-Travel,1434,Sales,8,Master's degree,Life Sciences,1,789,Low,Male,76,Good,3,Sales Executive,Low,Single,7587,14229,1,Y,No,15,Great,Good,80,0,10,1,Great,10,7,0,9
570,52,Stayed,Non-Travel,715,Research & Development,19,Master's degree,Medical,1,791,Excellent,Male,41,Great,1,Research Scientist,Excellent,Married,4258,26589,0,Y,No,18,Great,Low,80,1,5,3,Great,4,3,1,2
571,26,Stayed,Travel_Frequently,575,Research & Development,1,College,Life Sciences,1,792,Low,Female,71,Low,1,Laboratory Technician,Excellent,Divorced,4364,5288,3,Y,No,14,Great,Low,80,1,5,2,Great,2,2,2,0
572,29,Stayed,Travel_Rarely,657,Research & Development,27,Bachelor's degree,Medical,1,793,Good,Female,66,Great,2,Healthcare Representative,Great,Married,4335,25549,4,Y,No,12,Great,Low,80,1,11,3,Good,8,7,1,1
573,26,Churned,Travel_Rarely,1146,Sales,8,Bachelor's degree,Technical Degree,1,796,Excellent,Male,38,Good,2,Sales Executive,Low,Single,5326,3064,6,Y,No,17,Great,Great,80,0,6,2,Good,4,3,1,2
574,34,Stayed,Travel_Rarely,182,Research & Development,1,Master's degree,Life Sciences,1,797,Good,Female,72,Excellent,1,Research Scientist,Excellent,Single,3280,13551,2,Y,No,16,Great,Great,80,0,10,2,Great,4,2,1,3
575,54,Stayed,Travel_Rarely,376,Research & Development,19,Master's degree,Medical,1,799,Excellent,Female,95,Great,2,Manufacturing Director,Low,Divorced,5485,22670,9,Y,Yes,11,Great,Good,80,2,9,4,Great,5,3,1,4
576,27,Stayed,Travel_Frequently,829,Sales,8,Below College,Marketing,1,800,Great,Male,84,Great,2,Sales Executive,Excellent,Married,4342,24008,0,Y,No,19,Great,Good,80,1,5,3,Great,4,2,1,1
577,37,Stayed,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,1,802,Excellent,Female,82,Great,1,Research Scientist,Low,Divorced,2782,19905,0,Y,Yes,13,Great,Good,80,2,6,3,Good,5,3,4,3
578,38,Stayed,Travel_Frequently,240,Research & Development,2,Master's degree,Life Sciences,1,803,Low,Female,75,Excellent,2,Manufacturing Director,Low,Single,5980,26085,6,Y,Yes,12,Great,Excellent,80,0,17,2,Great,15,7,4,12
579,34,Stayed,Travel_Rarely,121,Research & Development,2,Master's degree,Medical,1,804,Great,Female,86,Good,1,Research Scientist,Low,Single,4381,7530,1,Y,No,11,Great,Great,80,0,6,3,Great,6,5,1,3
580,35,Stayed,Travel_Rarely,384,Sales,8,Master's degree,Life Sciences,1,805,Low,Female,72,Great,1,Sales Representative,Excellent,Married,2572,20317,1,Y,No,16,Great,Good,80,1,3,1,Good,3,2,0,2
581,30,Stayed,Travel_Rarely,921,Research & Development,1,Bachelor's degree,Life Sciences,1,806,Excellent,Male,38,Low,1,Laboratory Technician,Great,Married,3833,24375,3,Y,No,21,Excellent,Great,80,2,7,2,Great,2,2,0,2
582,40,Stayed,Travel_Frequently,791,Research & Development,2,College,Medical,1,807,Great,Female,38,Excellent,2,Healthcare Representative,Good,Married,4244,9931,1,Y,No,24,Excellent,Excellent,80,1,8,2,Great,8,7,3,7
583,34,Stayed,Travel_Rarely,1111,Sales,8,College,Life Sciences,1,808,Great,Female,93,Great,2,Sales Executive,Low,Married,6500,13305,5,Y,No,17,Great,Good,80,1,6,1,Great,3,2,1,2
584,42,Stayed,Travel_Frequently,570,Research & Development,8,Bachelor's degree,Life Sciences,1,809,Good,Male,66,Great,5,Manager,Excellent,Divorced,18430,16225,1,Y,No,13,Great,Good,80,1,24,4,Good,24,7,14,9
585,23,Churned,Travel_Rarely,1243,Research & Development,6,Bachelor's degree,Life Sciences,1,811,Great,Male,63,Excellent,1,Laboratory Technician,Low,Married,1601,3445,1,Y,Yes,21,Excellent,Great,80,2,1,2,Great,0,0,0,0
586,24,Stayed,Non-Travel,1092,Research & Development,9,Bachelor's degree,Life Sciences,1,812,Great,Male,60,Good,1,Laboratory Technician,Good,Divorced,2694,26551,1,Y,No,11,Great,Great,80,3,1,4,Great,1,0,0,0
587,52,Stayed,Travel_Rarely,1325,Research & Development,11,Master's degree,Life Sciences,1,813,Excellent,Female,82,Great,2,Laboratory Technician,Great,Married,3149,21821,8,Y,No,20,Excellent,Good,80,1,9,3,Great,5,2,1,4
588,50,Stayed,Travel_Rarely,691,Research & Development,2,Bachelor's degree,Medical,1,815,Great,Male,64,Great,4,Research Director,Great,Married,17639,6881,5,Y,No,16,Great,Excellent,80,0,30,3,Great,4,3,0,3
589,29,Churned,Travel_Rarely,805,Research & Development,1,College,Life Sciences,1,816,Good,Female,36,Good,1,Laboratory Technician,Low,Married,2319,6689,1,Y,Yes,11,Great,Excellent,80,1,1,1,Great,1,0,0,0
