,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany,raise_category
1147,49,Stayed,25,Master's degree,Life Sciences,Great,Female,Great,Low,3211,14,Great,Excellent,80,Good,9,10-15%
1148,39,Stayed,10,PhD,Medical,Good,Male,Great,Low,5377,13,Great,Excellent,80,Great,7,10-15%
1149,27,Stayed,19,Bachelor's degree,Other,Excellent,Male,Good,Low,4066,11,Great,Low,80,Great,7,10-15%
1150,35,Stayed,18,PhD,Life Sciences,Good,Male,Excellent,Low,5208,11,Great,Excellent,80,Great,16,10-15%
1151,28,Stayed,27,Bachelor's degree,Medical,Good,Female,Low,Low,4877,21,Excellent,Good,80,Good,5,20-25%
1152,21,Stayed,5,Below College,Medical,Great,Male,Great,Excellent,3117,18,Great,Great,80,Great,2,15-20%
1153,18,Churned,3,College,Medical,Good,Female,Great,Excellent,1569,12,Great,Great,80,Excellent,0,10-15%
1154,47,Stayed,26,Master's degree,Life Sciences,Excellent,Female,Great,Great,19658,11,Great,Great,80,Great,5,10-15%
1155,39,Stayed,3,College,Medical,Great,Male,Good,Great,3069,15,Great,Excellent,80,Great,10,10-15%
1156,40,Stayed,15,Bachelor's degree,Life Sciences,Low,Female,Good,Great,10435,13,Great,Excellent,80,Great,18,10-15%
1157,35,Stayed,8,Master's degree,Life Sciences,Great,Female,Great,Great,4148,12,Great,Excellent,80,Great,14,10-15%
1158,37,Stayed,19,Bachelor's degree,Life Sciences,Great,Male,Great,Great,5768,17,Great,Low,80,Good,4,15-20%
1159,39,Stayed,4,Bachelor's degree,Medical,Low,Female,Great,Great,5042,13,Great,Excellent,80,Low,9,10-15%
1160,45,Stayed,2,College,Other,Excellent,Female,Good,Excellent,5770,19,Great,Low,80,Great,10,15-20%
1161,38,Stayed,2,College,Medical,Excellent,Female,Good,Great,7756,19,Great,Excellent,80,Excellent,5,15-20%
1162,35,Churned,10,Bachelor's degree,Medical,Excellent,Male,Good,Low,10306,17,Great,Great,80,Great,13,15-20%
1163,37,Stayed,10,Bachelor's degree,Medical,Good,Female,Great,Good,3936,11,Great,Low,80,Low,8,10-15%
1164,40,Stayed,16,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,7945,15,Great,Excellent,80,Good,4,10-15%
1165,44,Stayed,1,PhD,Human Resources,Low,Male,Great,Excellent,5743,11,Great,Great,80,Great,10,10-15%
1166,48,Stayed,4,PhD,Medical,Great,Male,Good,Excellent,15202,25,Excellent,Good,80,Great,2,20-25%
1167,35,Churned,15,College,Medical,Low,Male,Low,Excellent,5440,14,Great,Excellent,80,Good,2,10-15%
1168,24,Stayed,2,Below College,Technical Degree,Low,Female,Great,Excellent,3760,13,Great,Great,80,Great,6,10-15%
1169,27,Stayed,8,Bachelor's degree,Medical,Good,Female,Excellent,Great,3517,17,Great,Low,80,Great,3,15-20%
1170,27,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,2580,13,Great,Great,80,Good,4,10-15%
1171,40,Churned,7,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2166,14,Great,Good,80,Low,4,10-15%
1172,29,Stayed,10,Bachelor's degree,Medical,Great,Male,Good,Great,5869,11,Great,Great,80,Great,5,10-15%
1173,36,Stayed,5,Master's degree,Life Sciences,Good,Female,Great,Low,8008,12,Great,Great,80,Great,3,10-15%
1174,25,Stayed,2,Below College,Life Sciences,Excellent,Male,Excellent,Great,5206,17,Great,Great,80,Great,7,15-20%
1175,39,Stayed,12,Bachelor's degree,Medical,Excellent,Male,Great,Good,5295,21,Excellent,Great,80,Great,5,20-25%
1176,49,Stayed,22,Master's degree,Other,Low,Female,Great,Good,16413,16,Great,Good,80,Great,4,15-20%
1177,50,Stayed,17,PhD,Life Sciences,Excellent,Female,Good,Low,13269,15,Great,Great,80,Great,14,10-15%
1178,20,Stayed,2,Bachelor's degree,Medical,Great,Female,Great,Great,2783,19,Great,Low,80,Great,2,15-20%
1179,34,Stayed,3,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,5433,12,Great,Great,80,Great,11,10-15%
1180,36,Stayed,7,Bachelor's degree,Life Sciences,Low,Male,Great,Good,2013,11,Great,Great,80,Great,4,10-15%
1181,49,Stayed,6,Below College,Life Sciences,Great,Female,Good,Great,13966,19,Great,Good,80,Great,15,15-20%
1182,36,Stayed,1,Master's degree,Medical,Excellent,Female,Good,Great,4374,15,Great,Great,80,Great,3,10-15%
1183,36,Stayed,3,College,Life Sciences,Excellent,Male,Excellent,Low,6842,20,Excellent,Low,80,Great,5,15-20%
1184,54,Stayed,22,PhD,Medical,Good,Female,Great,Great,17426,25,Excellent,Great,80,Great,10,20-25%
1185,43,Stayed,15,College,Life Sciences,Great,Male,Good,Great,17603,24,Excellent,Low,80,Great,14,20-25%
1186,35,Churned,12,Master's degree,Other,Excellent,Male,Great,Excellent,4581,24,Excellent,Low,80,Excellent,11,20-25%
1187,38,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,4735,15,Great,Excellent,80,Excellent,13,10-15%
1188,29,Stayed,5,Bachelor's degree,Medical,Low,Male,Good,Good,4187,13,Great,Good,80,Good,10,10-15%
1189,33,Stayed,2,Master's degree,Medical,Excellent,Male,Great,Excellent,5505,14,Great,Great,80,Great,6,10-15%
1190,32,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Good,5470,13,Great,Great,80,Good,9,10-15%
1191,31,Stayed,5,Master's degree,Life Sciences,Low,Female,Great,Excellent,5476,11,Great,Low,80,Great,10,10-15%
1192,49,Stayed,16,Bachelor's degree,Medical,Excellent,Female,Great,Low,2587,16,Great,Good,80,Good,2,15-20%
1193,38,Stayed,2,Bachelor's degree,Medical,Excellent,Female,Good,Good,2440,22,Excellent,Good,80,Great,4,20-25%
1194,47,Stayed,2,Master's degree,Life Sciences,Good,Female,Excellent,Good,15972,14,Great,Great,80,Great,3,10-15%
1195,49,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Great,15379,14,Great,Low,80,Great,8,10-15%
1196,41,Stayed,23,College,Life Sciences,Excellent,Male,Great,Great,7082,16,Great,Excellent,80,Great,2,15-20%
1197,20,Stayed,9,Below College,Life Sciences,Excellent,Male,Great,Low,2728,11,Great,Low,80,Great,2,10-15%
1198,33,Stayed,16,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,5368,25,Excellent,Great,80,Great,6,20-25%
1199,36,Stayed,26,Master's degree,Life Sciences,Low,Male,Great,Great,5347,14,Great,Good,80,Good,3,10-15%
1200,44,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,3195,18,Great,Low,80,Great,2,15-20%
1201,23,Churned,8,Below College,Medical,Excellent,Male,Good,Great,3989,11,Great,Low,80,Great,5,10-15%
1202,38,Stayed,4,College,Medical,Excellent,Female,Great,Great,3306,19,Great,Excellent,80,Good,0,15-20%
1203,53,Stayed,24,Master's degree,Medical,Good,Male,Excellent,Excellent,7005,15,Great,Great,80,Great,4,10-15%
1204,48,Churned,7,College,Medical,Excellent,Female,Great,Great,2655,11,Great,Great,80,Great,9,10-15%
1205,32,Churned,2,Master's degree,Life Sciences,Excellent,Male,Great,Good,1393,12,Great,Low,80,Great,1,10-15%
1206,26,Stayed,7,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,2570,20,Excellent,Great,80,Great,7,15-20%
1207,55,Stayed,22,Bachelor's degree,Technical Degree,Low,Male,Good,Good,3537,12,Great,Excellent,80,Great,4,10-15%
1208,34,Stayed,5,College,Medical,Good,Male,Good,Excellent,3986,14,Great,Great,80,Excellent,15,10-15%
1209,60,Stayed,1,Master's degree,Medical,Great,Male,Low,Excellent,10883,20,Excellent,Great,80,Excellent,1,15-20%
1210,33,Stayed,21,Bachelor's degree,Medical,Good,Male,Excellent,Good,2028,18,Great,Excellent,80,Great,14,15-20%
1211,37,Stayed,1,Master's degree,Medical,Great,Male,Low,Excellent,9525,14,Great,Great,80,Good,6,10-15%
1212,34,Stayed,19,Bachelor's degree,Life Sciences,Good,Female,Good,Excellent,2929,12,Great,Good,80,Great,10,10-15%
1213,23,Churned,7,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,2275,21,Excellent,Good,80,Great,3,20-25%
1214,44,Stayed,2,Bachelor's degree,Life Sciences,Great,Female,Excellent,Excellent,7879,19,Great,Good,80,Great,8,15-20%
1215,35,Stayed,2,Master's degree,Medical,Low,Male,Good,Excellent,4930,14,Great,Great,80,Excellent,5,10-15%
1216,43,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,7847,17,Great,Low,80,Great,10,15-20%
1217,24,Stayed,9,Bachelor's degree,Medical,Great,Male,Excellent,Great,4401,16,Great,Excellent,80,Great,5,15-20%
1218,41,Stayed,6,Bachelor's degree,Marketing,Excellent,Male,Great,Great,9241,12,Great,Good,80,Great,10,10-15%
1219,29,Stayed,9,Master's degree,Medical,Excellent,Female,Great,Great,2974,17,Great,Great,80,Great,5,15-20%
1220,36,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Excellent,4502,15,Great,Great,80,Good,13,10-15%
1221,45,Stayed,1,Below College,Life Sciences,Great,Male,Good,Great,10748,23,Excellent,Excellent,80,Good,23,20-25%
1222,24,Churned,22,Below College,Human Resources,Excellent,Male,Low,Great,1555,11,Great,Great,80,Great,1,10-15%
1223,47,Churned,9,Bachelor's degree,Life Sciences,Great,Male,Low,Great,12936,11,Great,Great,80,Low,23,10-15%
1224,26,Stayed,17,Master's degree,Medical,Excellent,Male,Low,Great,2305,15,Great,Great,80,Excellent,3,10-15%
1225,45,Stayed,28,College,Technical Degree,Excellent,Female,Good,Good,16704,11,Great,Great,80,Great,21,10-15%
1226,32,Stayed,10,Bachelor's degree,Life Sciences,Low,Male,Great,Great,3433,13,Great,Low,80,Good,5,10-15%
1227,31,Stayed,2,Master's degree,Life Sciences,Good,Male,Great,Great,3477,14,Great,Excellent,80,Excellent,5,10-15%
1228,41,Stayed,4,Bachelor's degree,Human Resources,Great,Male,Low,Good,6430,19,Great,Good,80,Great,3,15-20%
1229,40,Stayed,8,College,Life Sciences,Good,Female,Great,Low,6516,16,Great,Good,80,Great,1,15-20%
1230,24,Stayed,29,Below College,Medical,Good,Male,Great,Low,3907,13,Great,Good,80,Excellent,6,10-15%
1231,46,Stayed,13,Master's degree,Life Sciences,Great,Male,Great,Good,5562,14,Great,Excellent,80,Great,10,10-15%
1232,35,Stayed,27,Master's degree,Life Sciences,Excellent,Male,Great,Great,6883,16,Great,Good,80,Great,7,15-20%
1233,30,Stayed,16,Below College,Life Sciences,Good,Male,Great,Excellent,2862,12,Great,Good,80,Good,10,10-15%
1234,47,Stayed,2,Master's degree,Marketing,Great,Male,Great,Good,4978,11,Great,Excellent,80,Low,1,10-15%
1235,46,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,10368,12,Great,Good,80,Good,10,10-15%
1236,36,Churned,13,PhD,Marketing,Good,Male,Good,Low,6134,13,Great,Good,80,Great,2,10-15%
1237,32,Churned,1,College,Life Sciences,Low,Male,Low,Good,6735,15,Great,Good,80,Great,0,10-15%
1238,23,Stayed,4,Below College,Medical,Great,Female,Great,Good,3295,13,Great,Great,80,Low,3,10-15%
1239,31,Stayed,24,Below College,Technical Degree,Excellent,Female,Great,Excellent,5238,20,Excellent,Excellent,80,Good,5,15-20%
1240,39,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,6472,15,Great,Excellent,80,Great,9,10-15%
1241,32,Stayed,19,Bachelor's degree,Life Sciences,Excellent,Male,Low,Great,9610,13,Great,Great,80,Low,4,10-15%
1242,40,Stayed,7,Master's degree,Medical,Good,Male,Great,Good,19833,14,Great,Good,80,Good,21,10-15%
1243,45,Stayed,4,Bachelor's degree,Life Sciences,Great,Female,Low,Great,9756,21,Excellent,Great,80,Excellent,5,20-25%
1244,30,Stayed,2,Master's degree,Technical Degree,Excellent,Female,Good,Low,4968,16,Great,Excellent,80,Great,9,15-20%
1245,24,Stayed,10,Bachelor's degree,Medical,Low,Male,Great,Excellent,2145,14,Great,Excellent,80,Great,2,10-15%
1246,30,Churned,8,Bachelor's degree,Human Resources,Great,Female,Good,Excellent,2180,11,Great,Great,80,Good,4,10-15%
1247,31,Stayed,5,Bachelor's degree,Technical Degree,Low,Male,Great,Great,8346,19,Great,Great,80,Great,5,15-20%
1248,27,Stayed,8,Bachelor's degree,Medical,Great,Female,Great,Excellent,3445,11,Great,Great,80,Good,6,10-15%
1249,29,Churned,9,Bachelor's degree,Marketing,Good,Female,Low,Good,2760,13,Great,Great,80,Great,2,10-15%
1250,29,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Excellent,Great,6294,12,Great,Excellent,80,Excellent,3,10-15%
1251,30,Stayed,15,College,Marketing,Great,Male,Good,Low,7140,11,Great,Low,80,Great,7,10-15%
1252,34,Stayed,2,Master's degree,Medical,Excellent,Male,Excellent,Excellent,2932,14,Great,Low,80,Great,5,10-15%
1253,33,Stayed,2,Bachelor's degree,Marketing,Excellent,Female,Great,Good,5147,15,Great,Excellent,80,Good,11,10-15%
1254,49,Stayed,11,Master's degree,Marketing,Excellent,Female,Great,Excellent,4507,12,Great,Great,80,Excellent,5,10-15%
1255,33,Churned,16,Bachelor's degree,Life Sciences,Low,Female,Great,Low,8564,20,Excellent,Great,80,Good,0,15-20%
1256,38,Stayed,2,College,Medical,Great,Female,Good,Good,2468,14,Great,Good,80,Good,6,10-15%
1257,31,Churned,16,Master's degree,Marketing,Low,Male,Great,Great,8161,13,Great,Low,80,Great,1,10-15%
1258,29,Stayed,4,Bachelor's degree,Technical Degree,Excellent,Female,Good,Low,2109,13,Great,Great,80,Great,1,10-15%
1259,30,Stayed,16,Bachelor's degree,Life Sciences,Great,Male,Excellent,Great,5294,16,Great,Great,80,Great,7,15-20%
1260,32,Stayed,5,Master's degree,Technical Degree,Good,Male,Great,Good,2718,14,Great,Good,80,Great,7,10-15%
1261,38,Stayed,18,Bachelor's degree,Medical,Good,Male,Low,Excellent,5811,16,Great,Great,80,Great,1,15-20%
1262,43,Churned,17,Bachelor's degree,Technical Degree,Great,Male,Good,Great,2437,16,Great,Excellent,80,Great,1,15-20%
1263,42,Stayed,12,Bachelor's degree,Medical,Good,Male,Great,Good,2766,22,Excellent,Good,80,Good,5,20-25%
1264,55,Stayed,2,Bachelor's degree,Medical,Great,Male,Good,Low,19038,12,Great,Good,80,Great,1,10-15%
1265,33,Stayed,4,Bachelor's degree,Technical Degree,Excellent,Male,Great,Good,3055,15,Great,Excellent,80,Good,9,10-15%
1266,41,Stayed,9,Master's degree,Life Sciences,Great,Male,Great,Low,2289,20,Excellent,Good,80,Great,5,15-20%
1267,34,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,4001,14,Great,Great,80,Great,15,10-15%
1268,53,Stayed,1,Master's degree,Medical,Low,Female,Good,Great,12965,20,Excellent,Excellent,80,Good,3,15-20%
1269,43,Stayed,2,Bachelor's degree,Life Sciences,Good,Male,Great,Excellent,3539,13,Great,Good,80,Great,9,10-15%
1270,34,Stayed,3,College,Life Sciences,Excellent,Female,Low,Excellent,6029,12,Great,Low,80,Great,2,10-15%
1271,21,Churned,7,Below College,Marketing,Good,Male,Great,Good,2679,13,Great,Good,80,Great,1,10-15%
1272,38,Stayed,6,College,Other,Excellent,Female,Good,Great,3702,11,Great,Good,80,Great,5,10-15%
1273,22,Churned,8,Below College,Medical,Great,Female,Great,Low,2398,17,Great,Great,80,Great,1,15-20%
1274,31,Stayed,29,Master's degree,Marketing,Low,Female,Good,Excellent,5468,14,Great,Low,80,Great,12,10-15%
1275,51,Stayed,3,Bachelor's degree,Technical Degree,Low,Female,Great,Great,13116,11,Great,Excellent,80,Great,2,10-15%
1276,37,Stayed,9,College,Marketing,Good,Male,Good,Good,4189,14,Great,Low,80,Great,5,10-15%
1277,46,Stayed,2,Master's degree,Medical,Great,Male,Great,Excellent,19328,17,Great,Great,80,Great,2,15-20%
1278,36,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,8321,13,Great,Excellent,80,Great,12,10-15%
1279,44,Churned,1,College,Medical,Great,Male,Great,Good,2342,12,Great,Great,80,Good,5,10-15%
1280,37,Stayed,8,College,Other,Great,Male,Great,Good,4071,13,Great,Great,80,Good,10,10-15%
1281,35,Churned,27,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,5813,18,Great,Excellent,80,Great,10,15-20%
1282,33,Stayed,8,Master's degree,Life Sciences,Excellent,Male,Excellent,Low,3143,19,Great,Good,80,Great,10,15-20%
1283,28,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,2044,11,Great,Great,80,Excellent,5,10-15%
1284,39,Stayed,10,Below College,Medical,Great,Male,Great,Great,13464,21,Excellent,Great,80,Great,4,20-25%
1285,46,Stayed,26,College,Life Sciences,Good,Male,Good,Good,7991,15,Great,Great,80,Great,2,10-15%
1286,40,Stayed,2,College,Life Sciences,Great,Female,Great,Low,3377,17,Great,Excellent,80,Good,4,15-20%
1287,42,Stayed,13,Bachelor's degree,Medical,Good,Male,Excellent,Low,5538,18,Great,Great,80,Good,0,15-20%
1288,35,Stayed,2,College,Medical,Good,Male,Great,Excellent,5762,14,Great,Great,80,Great,7,10-15%
1289,38,Stayed,2,Bachelor's degree,Human Resources,Low,Male,Great,Good,2592,13,Great,Excellent,80,Great,11,10-15%
1290,34,Churned,9,Master's degree,Life Sciences,Excellent,Male,Great,Low,5346,17,Great,Great,80,Good,7,15-20%
1291,37,Churned,10,Master's degree,Medical,Excellent,Male,Great,Low,4213,15,Great,Good,80,Low,10,10-15%
1292,39,Stayed,20,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,4127,18,Great,Excellent,80,Great,2,15-20%
1293,43,Stayed,9,Bachelor's degree,Life Sciences,Low,Male,Great,Great,2438,13,Great,Great,80,Good,3,10-15%
1294,41,Stayed,5,Bachelor's degree,Life Sciences,Good,Male,Excellent,Good,6870,12,Great,Low,80,Low,3,10-15%
1295,41,Stayed,4,Below College,Marketing,Great,Female,Great,Great,10447,13,Great,Excellent,80,Excellent,22,10-15%
1296,30,Stayed,10,Bachelor's degree,Medical,Low,Female,Great,Great,9667,14,Great,Good,80,Great,7,10-15%
1297,26,Churned,20,College,Medical,Excellent,Female,Great,Good,2148,11,Great,Great,80,Great,5,10-15%
1298,46,Churned,21,College,Medical,Excellent,Female,Great,Good,8926,22,Excellent,Excellent,80,Excellent,9,20-25%
1299,40,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,6513,17,Great,Excellent,80,Great,5,15-20%
1300,34,Stayed,8,College,Technical Degree,Good,Male,Excellent,Great,6799,21,Excellent,Great,80,Great,10,20-25%
1301,58,Stayed,2,Bachelor's degree,Medical,Good,Male,Great,Good,16291,22,Excellent,Excellent,80,Good,16,20-25%
1302,35,Stayed,23,Master's degree,Medical,Good,Male,Low,Great,2705,16,Great,Good,80,Excellent,5,15-20%
1303,47,Stayed,4,Bachelor's degree,Life Sciences,Great,Female,Good,Good,10333,12,Great,Great,80,Great,22,10-15%
1304,40,Stayed,12,Bachelor's degree,Life Sciences,Good,Female,Great,Low,4448,12,Great,Good,80,Great,7,10-15%
1305,54,Stayed,7,Master's degree,Medical,Excellent,Female,Great,Excellent,6854,15,Great,Good,80,Good,7,10-15%
1306,31,Stayed,7,Master's degree,Marketing,Low,Female,Great,Low,9637,14,Great,Excellent,80,Great,3,10-15%
1307,28,Stayed,1,Bachelor's degree,Medical,Great,Female,Great,Low,3591,25,Excellent,Great,80,Great,3,20-25%
1308,38,Stayed,2,Master's degree,Marketing,Good,Female,Low,Excellent,5405,20,Excellent,Low,80,Good,4,15-20%
1309,26,Stayed,10,Bachelor's degree,Medical,Great,Male,Great,Excellent,4684,13,Great,Low,80,Great,5,10-15%
1310,58,Stayed,15,Master's degree,Life Sciences,Low,Male,Great,Great,15787,14,Great,Good,80,Great,2,10-15%
1311,18,Stayed,14,Bachelor's degree,Medical,Good,Female,Great,Great,1514,16,Great,Great,80,Low,0,15-20%
1312,31,Churned,18,PhD,Human Resources,Excellent,Male,Excellent,Low,2956,17,Great,Great,80,Great,1,15-20%
1313,29,Churned,13,Bachelor's degree,Human Resources,Low,Male,Good,Low,2335,15,Great,Excellent,80,Great,2,10-15%
1314,45,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Great,5154,22,Excellent,Good,80,Excellent,8,20-25%
1315,36,Stayed,2,Master's degree,Other,Excellent,Female,Great,Good,6962,22,Excellent,Excellent,80,Great,1,20-25%
1316,43,Stayed,2,Master's degree,Life Sciences,Low,Male,Great,Excellent,5675,20,Excellent,Great,80,Great,7,15-20%
1317,27,Stayed,5,College,Life Sciences,Excellent,Female,Great,Excellent,2379,14,Great,Great,80,Good,5,10-15%
1318,29,Stayed,20,Below College,Medical,Excellent,Male,Great,Excellent,3812,13,Great,Good,80,Excellent,11,10-15%
1319,32,Stayed,10,Master's degree,Marketing,Excellent,Male,Great,Excellent,4648,13,Great,Great,80,Excellent,0,10-15%
1320,42,Stayed,10,Master's degree,Technical Degree,Great,Male,Great,Great,2936,22,Excellent,Good,80,Good,6,20-25%
1321,47,Stayed,9,Master's degree,Life Sciences,Good,Female,Great,Great,2105,12,Great,Great,80,Great,2,10-15%
1322,46,Stayed,2,College,Life Sciences,Excellent,Male,Great,Excellent,8578,14,Great,Great,80,Good,9,10-15%
1323,28,Stayed,1,College,Life Sciences,Great,Male,Great,Excellent,2706,15,Great,Good,80,Great,3,10-15%
1324,29,Stayed,29,Below College,Life Sciences,Excellent,Male,Low,Great,6384,17,Great,Excellent,80,Great,7,15-20%
1325,42,Stayed,8,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,3968,13,Great,Excellent,80,Great,0,10-15%
1326,32,Churned,2,Master's degree,Marketing,Great,Male,Good,Good,9907,12,Great,Great,80,Good,2,10-15%
1327,46,Stayed,3,Bachelor's degree,Technical Degree,Low,Female,Excellent,Low,13225,12,Great,Excellent,80,Great,19,10-15%
1328,27,Stayed,23,Below College,Medical,Good,Female,Good,Great,3540,21,Excellent,Excellent,80,Great,9,20-25%
1329,29,Stayed,6,Below College,Medical,Excellent,Male,Good,Good,2804,11,Great,Excellent,80,Great,1,10-15%
1330,43,Stayed,6,Bachelor's degree,Medical,Low,Female,Good,Great,19392,13,Great,Excellent,80,Great,16,10-15%
1331,48,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Good,Good,19665,12,Great,Excellent,80,Great,22,10-15%
1332,29,Churned,24,College,Life Sciences,Excellent,Male,Good,Excellent,2439,24,Excellent,Good,80,Good,1,20-25%
1333,46,Churned,10,Bachelor's degree,Life Sciences,Great,Female,Great,Good,7314,21,Excellent,Great,80,Great,8,20-25%
1334,27,Stayed,15,Bachelor's degree,Life Sciences,Excellent,Female,Good,Low,4774,19,Great,Excellent,80,Good,7,15-20%
1335,39,Stayed,19,Master's degree,Other,Excellent,Male,Great,Excellent,3902,14,Great,Good,80,Great,2,10-15%
1336,55,Stayed,2,Master's degree,Technical Degree,Good,Male,Good,Excellent,2662,20,Excellent,Good,80,Excellent,5,15-20%
1337,28,Stayed,3,Bachelor's degree,Medical,Good,Female,Great,Good,2856,19,Great,Excellent,80,Great,1,15-20%
1338,30,Churned,9,Bachelor's degree,Medical,Good,Male,Great,Excellent,1081,13,Great,Great,80,Good,1,10-15%
1339,22,Churned,7,Below College,Life Sciences,Excellent,Male,Great,Good,2472,23,Excellent,Low,80,Great,1,20-25%
1340,36,Stayed,10,Master's degree,Technical Degree,Good,Female,Good,Great,5673,13,Great,Low,80,Great,10,10-15%
1341,31,Stayed,20,Bachelor's degree,Life Sciences,Good,Male,Great,Great,4197,11,Great,Low,80,Great,10,10-15%
1342,34,Stayed,4,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,9713,13,Great,Excellent,80,Great,5,10-15%
1343,29,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,2062,14,Great,Good,80,Great,3,10-15%
1344,37,Stayed,7,Master's degree,Medical,Excellent,Male,Great,Low,4284,22,Excellent,Great,80,Great,5,20-25%
1345,35,Stayed,16,College,Other,Excellent,Female,Good,Good,4788,11,Great,Excellent,80,Great,3,10-15%
1346,45,Stayed,25,College,Life Sciences,Good,Female,Good,Excellent,5906,13,Great,Excellent,80,Good,9,10-15%
1347,36,Stayed,2,Below College,Human Resources,Good,Male,Good,Excellent,3886,21,Excellent,Excellent,80,Good,10,20-25%
1348,40,Stayed,1,Master's degree,Life Sciences,Low,Male,Great,Low,16823,11,Great,Low,80,Great,19,10-15%
1349,26,Stayed,1,College,Life Sciences,Good,Female,Good,Great,2933,13,Great,Great,80,Good,1,10-15%
1350,27,Stayed,2,College,Medical,Low,Female,Excellent,Great,6500,14,Great,Good,80,Good,8,10-15%
1351,48,Stayed,22,Bachelor's degree,Medical,Excellent,Female,Great,Excellent,17174,11,Great,Good,80,Great,22,10-15%
1352,44,Stayed,1,Master's degree,Life Sciences,Good,Male,Excellent,Low,5033,15,Great,Excellent,80,Great,2,10-15%
1353,34,Churned,16,Master's degree,Technical Degree,Excellent,Male,Low,Low,2307,23,Excellent,Good,80,Great,5,20-25%
1354,56,Churned,24,College,Life Sciences,Low,Male,Great,Excellent,2587,16,Great,Excellent,80,Great,4,15-20%
1355,36,Stayed,17,College,Marketing,Great,Male,Good,Good,5507,16,Great,Great,80,Low,4,15-20%
1356,41,Stayed,8,Bachelor's degree,Marketing,Great,Female,Great,Good,4393,21,Excellent,Great,80,Great,5,20-25%
1357,42,Stayed,6,Bachelor's degree,Medical,Great,Male,Great,Low,13348,13,Great,Good,80,Excellent,13,10-15%
1358,31,Stayed,10,College,Medical,Great,Female,Great,Excellent,6583,11,Great,Excellent,80,Great,5,10-15%
1359,34,Stayed,3,Below College,Medical,Excellent,Female,Good,Excellent,8103,12,Great,Great,80,Good,4,10-15%
1360,31,Stayed,4,Bachelor's degree,Medical,Low,Female,Excellent,Great,3978,12,Great,Good,80,Good,2,10-15%
1361,26,Stayed,6,Bachelor's degree,Other,Great,Male,Excellent,Excellent,2544,18,Great,Low,80,Great,7,15-20%
1362,45,Stayed,1,Master's degree,Medical,Good,Male,Great,Great,5399,12,Great,Great,80,Great,4,10-15%
1363,33,Stayed,10,Master's degree,Marketing,Good,Male,Great,Great,5487,14,Great,Good,80,Good,10,10-15%
1364,28,Stayed,1,College,Life Sciences,Great,Male,Good,Excellent,6834,12,Great,Great,80,Great,7,10-15%
1365,29,Churned,24,Bachelor's degree,Technical Degree,Great,Male,Excellent,Low,1091,17,Great,Excellent,80,Great,1,15-20%
1366,39,Stayed,21,Master's degree,Life Sciences,Low,Female,Low,Great,5736,19,Great,Great,80,Great,3,15-20%
1367,27,Stayed,2,Master's degree,Technical Degree,Good,Male,Great,Good,2226,11,Great,Great,80,Good,5,10-15%
1368,34,Stayed,22,Master's degree,Other,Great,Male,Good,Excellent,5747,15,Great,Good,80,Great,15,10-15%
1369,28,Churned,13,College,Marketing,Excellent,Female,Great,Great,9854,11,Great,Excellent,80,Great,2,10-15%
1370,47,Stayed,14,Master's degree,Technical Degree,Great,Male,Great,Good,5467,18,Great,Great,80,Excellent,8,15-20%
1371,56,Stayed,11,PhD,Marketing,Excellent,Female,Good,Low,5380,16,Great,Great,80,Great,0,15-20%
1372,39,Stayed,9,College,Medical,Low,Male,Great,Low,5151,25,Excellent,Excellent,80,Great,10,20-25%
